Name,Id,City,Zipcode,Address,Website,Email,Phone,Company Type,Postal Address, description,Twitter, Linkedin, Lognitude,Latitude,,,,,,,,,,,,
Administratiekantoor Martin Vlaanderen,30521,HUIZEN,1273WJ,Vecht,None,None,None,managerial,Vecht 58,b'None',None,None,5.255521111,52.30296111,,,,,,,,,,,,
Administratiekantoor Poort,30522,HUIZEN,1274AB,Noordwal,None,None,None,managerial,Noordwal 25,b'None',None,None,5.267815714,52.30451905,,,,,,,,,,,,
Streaming,30523,HUIZEN,1274HP,Hoornsehop,None,None,None,managerial,Hoornsehop 33,b'None',None,None,5.274760417,52.30023333,,,,,,,,,,,,
Adminstratiekantoor Carin,30524,HUIZEN,1274HZ,De Drost,None,None,None,managerial,De Drost 26,b'None',None,None,5.277253462,52.29831923,,,,,,,,,,,,
Administratiekantoor Monnee,30525,HUIZEN,1274HZ,De Drost,None,None,None,managerial,De Drost 28,b'None',None,None,5.277253462,52.29831923,,,,,,,,,,,,
A.H.E. Mennes,30526,HUIZEN,1274JS,Oostergo,None,None,None,managerial,Oostergo 25,b'None',None,None,5.274017,52.296185,,,,,,,,,,,,
Rebel Administratie en Advies Kantoor (RAAK),30527,HUIZEN,1274KK,Salland,None,None,None,managerial,Salland 13,b'None',None,None,5.269785556,52.29481944,,,,,,,,,,,,
Administratiekantoor K. Been,30528,HUIZEN,1274TD,Breezand,None,None,None,managerial,Breezand 7,b'None',None,None,5.27916579,52.29989474,,,,,,,,,,,,
A.J.M. Wijffelman,30529,HUIZEN,1275AW,Snoek,None,None,None,managerial,Snoek 8,b'None',None,None,5.265438571,52.29037143,,,,,,,,,,,,
Het Vlindertje,30530,HUIZEN,1275AZ,Kruin,None,None,None,managerial,Kruin 49,b'None',None,None,5.263099546,52.28905,,,,,,,,,,,,
Admin. en Fiscaal Advies Bureau P.J. Trommel,30531,HUIZEN,1275BB,Groenhof,None,None,None,managerial,Groenhof 7,b'None',None,None,5.2639,52.28885,,,,,,,,,,,,
Administratiekantoor Tober,30532,HUIZEN,1276AT,Gemeenlandslaan,None,None,None,managerial,Gemeenlandslaan 23,b'None',None,None,5.247735,52.29285,,,,,,,,,,,,
Boekhoudburo Circles,30533,HUIZEN,1276HC,Want,None,None,None,managerial,Want 15,b'None',None,None,5.253625714,52.2869619,,,,,,,,,,,,
Administr.kant.-Belastingadv.bur. D.J. Baas,30534,HUIZEN,1276HV,Fok,None,None,None,managerial,Fok 9,b'None',None,None,5.2549575,52.2897,,,,,,,,,,,,
Administratie kantoor Oosterhuis,30535,HUIZEN,1276KS,Gooierserf,None,None,None,managerial,Gooierserf 342,b'None',None,None,5.256894643,52.29558214,,,,,,,,,,,,
Maatschap Administratiekantoor E.M.T.,30536,HUIZEN,1276KZ,Gooierserf,None,None,None,managerial,Gooierserf 254,b'None',None,None,5.250861429,52.29620714,,,,,,,,,,,,
Vasiliki Georgopoulou,30537,HUIZEN,1276LK,Huizermaatweg,None,None,None,managerial,Huizermaatweg 352,b'None',None,None,5.25342,52.2968,,,,,,,,,,,,
POINT ONE Huizen B.V.,30539,HUIZEN,1276LN,Huizermaatweg,None,None,None,managerial,Huizermaatweg 574,b'None',None,None,5.25801125,52.2958625,,,,,,,,,,,,
E.H. Vos,30540,HUIZEN,1276NS,Borneolaan,None,None,None,managerial,Borneolaan 8,b'None',None,None,5.247714615,52.29223077,,,,,,,,,,,,
Nandi Holding B.V.,30541,HUIZEN,1276XA,Graaf Floris,None,None,None,managerial,Graaf Floris 3,b'None',None,None,5.248570455,52.2963,,,,,,,,,,,,
Wemo,30542,HUIZEN,1277AR,Aristoteleslaan,None,None,None,managerial,Aristoteleslaan 101,b'None',None,None,5.278616154,52.29736154,,,,,,,,,,,,
HBFinance,30543,HUIZEN,1277CD,Antoni v Leeuwenhoekhof,None,None,None,managerial,Antoni v Leeuwenhoekhof 18,b'None',None,None,5.280860455,52.29784545,,,,,,,,,,,,
MLM Financial Consultancy,30544,AMSTERDAM,1082MS,Gustav Mahlerplein,None,None,None,managerial,Gerard Terborchstraat 56,b'None',None,None,4.873861164,52.33626986,,,,,,,,,,,,
Admin.- Belastingadv.kant. B. van Wolferen,30545,HEEMSTEDE,2103GW,Camplaan -A,None,None,None,managerial,Wim Schuhmacherhof 27,b'None',None,None,4.623995882,52.3444,,,,,,,,,,,,
Van Pelt Administraties,30546,WEESP,1382CG,Amstellandlaan,None,None,None,managerial,Postbus 168,b'None',None,None,5.031050667,52.3104,,,,,,,,,,,,
Administratiekantoor van Arnhem B.V.,30547,WEESP,1382JK,Hogeweyselaan,None,None,None,managerial,Postbus 304,b'None',None,None,5.027052667,52.31187333,,,,,,,,,,,,
Administratie & Adviesbureau van Schip,30548,WEESP,1383JA,Bastionweg,None,None,None,managerial,Postbus 5015,b'None',None,None,5.045115,52.3008625,,,,,,,,,,,,
M. Hilster B.V.,30549,WEESP,1381AA,Buitenveer,None,None,None,managerial,Buitenveer 9,b'None',None,None,5.038063,52.30818,,,,,,,,,,,,
F.A.B. Rosa,30550,WEESP,1381BT,Binnenveer,None,None,None,managerial,Binnenveer 2,b'None',None,None,5.039342727,52.30826364,,,,,,,,,,,,
AvK,30551,WEESP,1381EL,H J Hoflandlaan,None,None,None,managerial,H J Hoflandlaan 14,b'None',None,None,5.04923625,52.303325,,,,,,,,,,,,
Just Bar,30552,WEESP,1381HB,Horn s,None,None,None,managerial,Horn 770s,b'None',None,None,5.07377,52.29643636,,,,,,,,,,,,
M. Rijkers Administratiekantoor,30553,WEESP,1381XT,Nieuwstraat,None,None,None,managerial,Nieuwstraat 57,b'None',None,None,5.04355,52.30625556,,,,,,,,,,,,
e-Products B.V.,30554,WEESP,1382DG,Dichtershof,None,None,None,managerial,Dichtershof 27,b'None',None,None,5.041749333,52.31177333,,,,,,,,,,,,
Administratiekantoor Hamming,30555,WEESP,1382EB,Boternesserstraat,None,None,None,managerial,Boternesserstraat 10,b'None',None,None,5.033618125,52.31211875,,,,,,,,,,,,
Idemdito,30556,WEESP,1382ER,Sinnigvelderstraat,None,None,None,managerial,Sinnigvelderstraat 85,b'None',None,None,5.028066429,52.31063571,,,,,,,,,,,,
J.J.B. Administratie,30557,WEESP,1382GE,Sinnigvelderstraat,None,None,None,managerial,Sinnigvelderstraat 533,b'None',None,None,5.028327273,52.31249091,,,,,,,,,,,,
Bedeco,30558,WEESP,1382JR,Pampuslaan,None,None,None,managerial,Pampuslaan 68,b'None',None,None,5.025137647,52.31216471,,,,,,,,,,,,
Weesperkarspel Belast.adv. en Account. B.V.,30559,WEESP,1382KA,Eemmeerlaan,None,None,None,managerial,Eemmeerlaan 30,b'None',None,None,5.025976154,52.31760385,,,,,,,,,,,,
Administratiekantoor van Wijngaarden,30560,WEESP,1382LS,Korte Muiderweg,None,None,None,managerial,Korte Muiderweg 16,b'None',None,None,5.05236,52.31584,,,,,,,,,,,,
van Ravenzwaaij dienstverlening,30561,WEESP,1382SL,H Roland Holsthof,None,None,None,managerial,H Roland Holsthof 82,b'None',None,None,5.036718333,52.31472083,,,,,,,,,,,,
Administratiekantoor W. Boom,30562,WEESP,1382TP,Jacob Marisstraat,None,None,None,managerial,Jacob Marisstraat 10,b'None',None,None,5.036910714,52.31215,,,,,,,,,,,,
Abac Admin.- en Comp.dienstverl. A'dam B.V.,30563,WEESP,1382TT,M Nijhoffstraat,None,None,None,managerial,M Nijhoffstraat 114,b'None',None,None,5.038263333,52.31268333,,,,,,,,,,,,
Grotech,30564,WEESP,1383ES,Bolwerk,None,None,None,managerial,Bolwerk 24,b'None',None,None,5.0439525,52.2994,,,,,,,,,,,,
J.F. Wessel Administraties,30565,ABCOUDE,1391LN,Achter de Kerken,None,None,None,managerial,Postbus 118,b'None',None,None,4.976474706,52.27481765,,,,,,,,,,,,
Sanser,30566,ABCOUDE,1391AP,Kievitsheuvel,None,None,None,managerial,Postbus 149,b'None',None,None,4.9692435,52.271855,,,,,,,,,,,,
Rekkoffice,30567,ABCOUDE,1391GP,Stationsstraat bov,None,None,None,managerial,Stationsstraat 26bov,b'None',None,None,4.978084,52.27236,,,,,,,,,,,,
Mandy Krouwel Administratiekantoor,30568,NEDERHORST DEN BERG,1394AC,Middenweg,None,None,None,managerial,Middenweg 23,b'None',None,None,5.064308696,52.24961304,,,,,,,,,,,,
Administratiekantoor Bouwer,30569,NEDERHORST DEN BERG,1394AP,Middenweg,None,None,None,managerial,Middenweg 152,b'None',None,None,5.09422,52.25270909,,,,,,,,,,,,
Marianne van Huisstede,30570,NEDERHORST DEN BERG,1394BN,Vreelandseweg,None,None,None,managerial,Vreelandseweg 52,b'None',None,None,5.045338889,52.24998519,,,,,,,,,,,,
Gerda Bremer,30571,NEDERHORST DEN BERG,1394CX,Kerkstraat,None,None,None,managerial,Kerkstraat 36,b'None',None,None,5.043790909,52.26351818,,,,,,,,,,,,
Adfilub,30572,NEDERHORST DEN BERG,1394GK,Pieter de Hooghlaan,None,None,None,managerial,Postbus 60,b'None',None,None,5.043790556,52.26558333,,,,,,,,,,,,
Gafa,30573,BAAMBRUGGE,1396JA,Zand- en Jaagpad,None,None,None,managerial,Zand- en Jaagpad 20,b'None',None,None,4.988652857,52.24792381,,,,,,,,,,,,
Administratiekantoor PS,30574,MUIDEN,1398AD,Herengracht,None,None,None,managerial,Herengracht 70,b'None',None,None,5.068893784,52.32922432,,,,,,,,,,,,
Administratiekantoor Bazen-Winter,30575,MUIDEN,1398PE,Noordpolderweg a,None,None,None,managerial,Noordpolderweg 3a,b'None',None,None,5.081505333,52.33379333,,,,,,,,,,,,
Pasma Administraties & Belastingadvies,30576,MUIDERBERG,1399EV,Hobbemalaan,None,None,None,managerial,Hobbemalaan 20,b'None',None,None,5.1147375,52.325125,,,,,,,,,,,,
Twice C.V.,30577,MUIDERBERG,1399JC,De Maar,None,None,None,managerial,De Maar 29,b'None',None,None,5.125461905,52.32630952,,,,,,,,,,,,
Kantoor Roskam,30578,BUSSUM,1404GK,Brinklaan,None,None,None,managerial,Postbus 289,b'None',None,None,5.162398,52.27464,,,,,,,,,,,,
Bureau M.H.A. de Vink B.V.,30579,HILVERSUM,1218GJ,Bijenmeent,None,None,None,managerial,Postbus 362,b'None',None,None,5.136878889,52.26662222,,,,,,,,,,,,
Haverkamp Finance,30580,HUIZEN,1276BD,Akkerweg,None,None,None,managerial,Postbus 389,b'None',None,None,5.250730769,52.29501538,,,,,,,,,,,,
Administratie- en Adviesbureau J.P. Bol B.V.,30581,BUSSUM,1404DL,Julianaplein,None,None,None,managerial,Postbus 480,b'None',None,None,5.160262857,52.2753,,,,,,,,,,,,
J.G. Spaans,30582,BUSSUM,1405AL,Slochterenlaan,None,None,None,managerial,Postbus 1283,b'None',None,None,5.156020667,52.27976,,,,,,,,,,,,
GSK Administratie Bureau,30584,BUSSUM,1401GK,Huizerweg,None,None,None,managerial,Huizerweg 83,b'None',None,None,5.183001111,52.27782222,,,,,,,,,,,,
Administratiekantoor Fbd,30585,BUSSUM,1401VR,Boerhaavelaan,None,None,None,managerial,Boerhaavelaan 1,b'None',None,None,5.17189,52.27527273,,,,,,,,,,,,
Haverkort Administratie- en Adviesbureau,30586,BUSSUM,1401VV,Boerhaavelaan,None,None,None,managerial,Boerhaavelaan 42,b'None',None,None,5.171429091,52.27631818,,,,,,,,,,,,
FCAB Administraties en Belastingadvies,30587,BUSSUM,1402BL,Laarderweg,None,None,None,managerial,Laarderweg 74,b'None',None,None,5.1666925,52.26956667,,,,,,,,,,,,
ASL Administraties & Belastingen,30588,BUSSUM,1402LD,Veldheimerlaan,None,None,None,managerial,Veldheimerlaan 78,b'None',None,None,5.168674118,52.2729,,,,,,,,,,,,
Mr. F. den Hollander B.V.,30589,BUSSUM,1402TM,Voormeulenweg,None,None,None,managerial,Voormeulenweg 36,b'None',None,None,5.177822105,52.27403158,,,,,,,,,,,,
Roest Administratieve Dienstverlening,30590,BUSSUM,1403BG,Zwaluwlaan,None,None,None,managerial,Zwaluwlaan 85,b'None',None,None,5.18869,52.2708,,,,,,,,,,,,
ADLINDI Fiscale- en Administr. Dienstverlen.,30591,BUSSUM,1403RA,Imkerweg,None,None,None,managerial,Imkerweg 61,b'None',None,None,5.171388421,52.26228947,,,,,,,,,,,,
Administratiekantoor Van Eijden,30592,BUSSUM,1403SX,Prinses Margrietplnts,None,None,None,managerial,Prinses Margrietplnts 18,b'None',None,None,5.172653684,52.26412632,,,,,,,,,,,,
Admin.- en Belastingadviesburo R. Kloosterman,30593,BUSSUM,1403XR,Randweg,None,None,None,managerial,Randweg 167,b'None',None,None,5.176776875,52.2634125,,,,,,,,,,,,
I.H. de Klerk Administraties B.V.,30594,BUSSUM,1404AK,Albrechtlaan -D,None,None,None,managerial,Albrechtlaan 14-D,b'None',None,None,5.1587852,52.280408,,,,,,,,,,,,
De Coop & Haegen B.V.,30595,BUSSUM,1404AR,Prins Hendriklaan,None,None,None,managerial,Prins Hendriklaan 3,b'None',None,None,5.159305455,52.2811,,,,,,,,,,,,
B.V. 't Rekenhuys,30596,BUSSUM,1404DG,Olmenlaan,None,None,None,managerial,Olmenlaan 30,b'None',None,None,5.161822273,52.27665455,,,,,,,,,,,,
MB Interim,30597,BUSSUM,1404EA,Nieuwe Englaan,None,None,None,managerial,Nieuwe Englaan 7,b'None',None,None,5.161827778,52.27846667,,,,,,,,,,,,
Administratiekantoor Van den Pangaart B.V.,30598,BUSSUM,1404JV,Schoolstraat,None,None,None,managerial,Schoolstraat 80,b'None',None,None,5.1658,52.27381852,,,,,,,,,,,,
Brasem Adviesgroep,30599,BUSSUM,1405HD,Oranjepark,None,None,None,managerial,Oranjepark 18,b'None',None,None,5.155913824,52.27865,,,,,,,,,,,,
Dibenzo Financial Services B.V.,30600,BUSSUM,1406NZ,Bussummergrindweg -F,None,None,None,managerial,Bussummergrindweg 1-F,b'None',None,None,5.162782222,52.26316667,,,,,,,,,,,,
Kant. Dinkla & Dinkla Bedrijfsadviseurs B.V.,30601,NAARDEN,1411GE,Rijksweg -E,None,None,None,managerial,Postbus 5550,b'None',None,None,5.138097619,52.3016619,,,,,,,,,,,,
Acc.,30602,NAARDEN,1411AN,Energiestraat -F,None,None,None,managerial,Energiestraat 5-F,b'None',None,None,5.156995,52.2997,,,,,,,,,,,,
De Wit & Partners B.V.,30603,NAARDEN,1411AW,Amsterdamsestraatweg -A,None,None,None,managerial,Amsterdamsestraatweg 29-A,b'None',None,None,5.150513333,52.30130667,,,,,,,,,,,,
Amvox B.V.,30604,NAARDEN,1411DC,Gooimeer -20,None,None,None,managerial,Gooimeer 4-20,b'None',None,None,5.14119303,52.30689697,,,,,,,,,,,,
Aschebrock Advies,30605,NAARDEN,1411GB,Prins Frederik Hendrikln,None,None,None,managerial,Prins Frederik Hendrikln 62,b'None',None,None,5.155148261,52.28899565,,,,,,,,,,,,
H. Rörik B.V.,30606,NAARDEN,1411HP,Lisztlaan,None,None,None,managerial,Lisztlaan 14,b'None',None,None,5.176065714,52.28803571,,,,,,,,,,,,
MT Belastingadviseurs,30607,NAARDEN,1411TM,Huibert van Eijkenstraat,None,None,None,managerial,Huibert van Eijkenstraat 28,b'None',None,None,5.151734762,52.2989619,,,,,,,,,,,,
D.G. Consultancy,30608,NAARDEN,1411VM,Kolonel Michaelstraat,None,None,None,managerial,Kolonel Michaelstraat 49,b'None',None,None,5.1446628,52.299188,,,,,,,,,,,,
Jolad,30609,NAARDEN,1412AN,Graaf Willem de Oudelaan,None,None,None,managerial,Graaf Willem de Oudelaan 61,b'None',None,None,5.155255625,52.287325,,,,,,,,,,,,
Administratiekantoor L.S.H.,30610,NAARDEN,1412BW,Cort van der Lindenlaan,None,None,None,managerial,Cort van der Lindenlaan 29,b'None',None,None,5.147533226,52.28361613,,,,,,,,,,,,
Aidon International Business Services,30611,NAARDEN,1412CA,Cort van der Lindenlaan,None,None,None,managerial,Cort van der Lindenlaan 52,b'None',None,None,5.147774,52.28261333,,,,,,,,,,,,
Administratiekantoor Van Rossum,30612,NAARDEN,1412ET,Meerweg,None,None,None,managerial,Meerweg 58,b'None',None,None,5.146355,52.2789625,,,,,,,,,,,,
Goed Administraties,30613,NAARDEN,1412EV,Kuyperlaan,None,None,None,managerial,Kuyperlaan 47,b'None',None,None,5.148833684,52.28113421,,,,,,,,,,,,
Kolsteeg & Partners B.V.,30614,NAARDEN,1412GW,Lambertus Hortensiuslaan,None,None,None,managerial,Lambertus Hortensiuslaan 36,b'None',None,None,5.161488276,52.2857069,,,,,,,,,,,,
Trident Administration Services B.V.,30616,AMSTERDAM,1066MJ,Ardennenlaan,None,None,None,managerial,Postbus 251,b'None',None,None,4.813313692,52.346,,,,,,,,,,,,
Truijens Administratiekantoor,30617,UITHOORN,1422BR,Hugo de Grootlaan,None,None,None,managerial,Postbus 523,b'None',None,None,4.827418824,52.24396471,,,,,,,,,,,,
Miedema Office Services,30618,UITHOORN,1421BW,Talmalaan,None,None,None,managerial,Talmalaan 18,b'None',None,None,4.822977,52.24,,,,,,,,,,,,
Sofi Consultancy,30619,UITHOORN,1421LB,Buitenhof,None,None,None,managerial,Buitenhof 94,b'None',None,None,4.807316,52.24702889,,,,,,,,,,,,
dewaal&dewaal Incasso,30620,UITHOORN,1421SE,Amstelplein,None,None,None,managerial,Amstelplein 227,b'None',None,None,4.828228636,52.23275455,,,,,,,,,,,,
Beste Vaer Administratie Uithoorn,30621,UITHOORN,1421VL,Admiraal de Ruyterlaan -A,None,None,None,managerial,Admiraal de Ruyterlaan 12-A,b'None',None,None,4.831221905,52.23676071,,,,,,,,,,,,
Administratiekantoor v.d. Timmermans,30622,UITHOORN,1422CC,Nijhofflaan,None,None,None,managerial,Nijhofflaan 19,b'None',None,None,4.831225833,52.24356667,,,,,,,,,,,,
IWI4Consulting,30623,UITHOORN,1422CK,Elsschotlaan,None,None,None,managerial,Elsschotlaan 26,b'None',None,None,4.832076177,52.24457059,,,,,,,,,,,,
Zooitje Geregeld!,30624,UITHOORN,1422CR,Du Perronlaan,None,None,None,managerial,Du Perronlaan 8,b'None',None,None,4.833558824,52.24542059,,,,,,,,,,,,
Henco Administraties,30625,UITHOORN,1422DZ,Ondernemingsweg -1,None,None,None,managerial,Ondernemingsweg 5-1,b'None',None,None,4.844226241,52.24219929,,,,,,,,,,,,
Administratiebureau PeDe,30626,UITHOORN,1422DZ,Ondernemingsweg -M,None,None,None,managerial,Ondernemingsweg 54-M,b'None',None,None,4.844226241,52.24219929,,,,,,,,,,,,
MNH Administratie,30627,UITHOORN,1422GP,Antoon Coolenlaan,None,None,None,managerial,Antoon Coolenlaan 20,b'None',None,None,4.831850833,52.246625,,,,,,,,,,,,
Administratie- en Adviesburo Hannema V.O.F.,30628,HOOFDDORP,2131AG,J.C. Beetslaan,None,None,None,managerial,Brederolaan 32,b'None',None,None,4.695989444,52.31017778,,,,,,,,,,,,
Administratiekantoor Balm & Zn. B.V.,30629,UITHOORN,1422JS,Herman Gorterhof,None,None,None,managerial,Herman Gorterhof 94,b'None',None,None,4.824677143,52.24950857,,,,,,,,,,,,
Ann Kost Administraties,30630,UITHOORN,1422PK,Muur,None,None,None,managerial,Muur 32,b'None',None,None,4.815233333,52.2496,,,,,,,,,,,,
Cudovan Fiscaal,30631,UITHOORN,1422SX,Raai,None,None,None,managerial,Raai 12,b'None',None,None,4.820490588,52.24854118,,,,,,,,,,,,
Sasitorn Accounting Service,30632,UITHOORN,1423GB,Eger,None,None,None,managerial,Eger 61,b'None',None,None,4.823697778,52.23303333,,,,,,,,,,,,
Timmer Administratie & Advies,30633,UITHOORN,1423RX,Bruine Lijster,None,None,None,managerial,Bruine Lijster 40,b'None',None,None,4.8081475,52.23276667,,,,,,,,,,,,
Administratiekantoor G.J.J. van Kessel,30634,DE KWAKEL,1424SR,Wilgenhof,None,None,None,managerial,Wilgenhof 17,b'None',None,None,4.791958333,52.23778333,,,,,,,,,,,,
Administratiekantoor A.P. van Bemmelen,30636,AMSTELHOEK,1427AE,Van Dijklaan,None,None,None,managerial,Van Dijklaan 6,b'None',None,None,4.835174546,52.23072727,,,,,,,,,,,,
Cascom Admin,30637,AMSTELHOEK,1427AK,Engellaan,None,None,None,managerial,Engellaan 2,b'None',None,None,4.8362572,52.231596,,,,,,,,,,,,
Ashby Administrations,30638,AMSTELHOEK,1427BH,Schoolstraat,None,None,None,managerial,Schoolstraat 26,b'None',None,None,4.82933,52.22956429,,,,,,,,,,,,
Atop Personeel & Administratie B.V.,30639,AMSTELHOEK,1427BJ,Tymon van Hiltenstraat,None,None,None,managerial,Tymon van Hiltenstraat 20,b'None',None,None,4.830764231,52.22967308,,,,,,,,,,,,
Jans & Co.,30640,AALSMEERDERBRUG,1436BC,Aalsmeerderdijk,None,None,None,managerial,Postbus 174,b'None',None,None,4.7599,52.27577143,,,,,,,,,,,,
Zandvliet Accountancy B.V.,30641,AALSMEER,1431CC,Dorpsstraat,None,None,None,managerial,Postbus 269,b'None',None,None,4.753650588,52.27281765,,,,,,,,,,,,
Administratiekantoor Vledco,30642,AALSMEER,1431CM,Ringvaartzijde,None,None,None,managerial,Postbus 280,b'None',None,None,4.749463182,52.27253182,,,,,,,,,,,,
Oudarebe B.V.,30643,AALSMEER,1431CD,Dorpsstraat,None,None,None,managerial,Postbus 375,b'None',None,None,4.747430882,52.27012941,,,,,,,,,,,,
Management Accounting Support B.V.,30644,AALSMEER,1431EG,Stationsweg -F,None,None,None,managerial,Postbus 430,b'None',None,None,4.749745714,52.2657119,,,,,,,,,,,,
W. Tuning Software & Services B.V.,30645,DE KWAKEL,1424LB,Cotoneaster,None,None,None,managerial,Postbus 1041,b'None',None,None,4.790782,52.25443,,,,,,,,,,,,
Helma Persoon -Administraties-,30646,AALSMEER,1431AG,Uiterweg,None,None,None,managerial,Uiterweg 235,b'None',None,None,4.72911,52.25979394,,,,,,,,,,,,
Stemerdink & Verhoek Adm. & Bel.adv.knt. B.V.,30647,AALSMEER,1431GE,Turfstekerstraat,None,None,None,managerial,Turfstekerstraat 46,b'None',None,None,4.776494783,52.25791739,,,,,,,,,,,,
Administr.- en advieskantoor J. van der Sluis,30648,AALSMEER,1431GZ,Witteweg,None,None,None,managerial,Witteweg 36,b'None',None,None,4.764953485,52.26056667,,,,,,,,,,,,
Brussee Business Support,30649,AALSMEER,1431HJ,Ophelialaan,None,None,None,managerial,Ophelialaan 40,b'None',None,None,4.755866818,52.26207727,,,,,,,,,,,,
Kantoor De Raat B.V.,30650,AALSMEER,1431KG,P F von Sieboldlaan,None,None,None,managerial,P F von Sieboldlaan 1,b'None',None,None,4.771967111,52.26336444,,,,,,,,,,,,
BXH Interim Services,30651,AALSMEER,1431LS,Ketelhuis,None,None,None,managerial,Ketelhuis 55,b'None',None,None,4.753769189,52.26688378,,,,,,,,,,,,
Van den Heuvel Interim Services,30652,AALSMEER,1431LS,Ketelhuis,None,None,None,managerial,Ketelhuis 55,b'None',None,None,4.753769189,52.26688378,,,,,,,,,,,,
N.F. Lommerse,30653,AALSMEER,1431SL,Hadleystraat,None,None,None,managerial,Hadleystraat 57,b'None',None,None,4.756128333,52.26412083,,,,,,,,,,,,
AB Help!,30654,AALSMEER,1431SL,Hadleystraat,None,None,None,managerial,Hadleystraat 61,b'None',None,None,4.756128333,52.26412083,,,,,,,,,,,,
Administratiekantoor H. Hoogenboom B.V.,30655,AALSMEER,1431SN,Hadleystraat,None,None,None,managerial,Hadleystraat 44,b'None',None,None,4.7565165,52.264,,,,,,,,,,,,
Anja Knobbout Administratieve Ondersteuning,30656,AALSMEER,1431TV,Freesialaan,None,None,None,managerial,Freesialaan 34,b'None',None,None,4.764127,52.261735,,,,,,,,,,,,
M. Smith Administraties,30658,AALSMEER,1431XG,Lunalaan,None,None,None,managerial,Lunalaan 8,b'None',None,None,4.763737143,52.25217857,,,,,,,,,,,,
Sylt Administratie,30659,AALSMEER,1432AT,Oosteinderweg,None,None,None,managerial,Oosteinderweg 223,b'None',None,None,4.784406667,52.28016,,,,,,,,,,,,
Administratiekantoor Fontaine V.O.F.,30660,AALSMEER,1432BN,Oosteinderweg,None,None,None,managerial,Oosteinderweg 420,b'None',None,None,4.803602222,52.28603333,,,,,,,,,,,,
C.F. Regelink CB,30661,AALSMEER,1432CT,Aalsmeerderweg,None,None,None,managerial,Aalsmeerderweg 100,b'None',None,None,4.780075294,52.27328529,,,,,,,,,,,,
Brugman Organisation Services,30662,AALSMEER,1432EJ,Kerkweg,None,None,None,managerial,Kerkweg 38,b'None',None,None,4.80246,52.2836963,,,,,,,,,,,,
Administratiekantoor Volman,30663,AALSMEER,1432HR,Margrietstraat,None,None,None,managerial,Margrietstraat 19,b'None',None,None,4.799485652,52.2775087,,,,,,,,,,,,
Easy2Account Accountants,30664,AALSMEER,1432HR,Margrietstraat,None,None,None,managerial,Margrietstraat 8,b'None',None,None,4.799485652,52.2775087,,,,,,,,,,,,
Finance Horizons B.V.,30665,AALSMEER,1432LS,Maximastraat,None,None,None,managerial,Maximastraat 6,b'None',None,None,4.79511125,52.27665,,,,,,,,,,,,
BBS Brigitte Barlage Services,30666,AALSMEER,1432MG,Citroenvlinderstraat,None,None,None,managerial,Citroenvlinderstraat 76,b'None',None,None,4.800005909,52.27813636,,,,,,,,,,,,
Blanken Bedrijfsadministraties,30667,AALSMEER,1432NC,Koolwitjestraat,None,None,None,managerial,Koolwitjestraat 90,b'None',None,None,4.804541875,52.28041875,,,,,,,,,,,,
Accounting Holland Invest,30668,ZAANDAM,1507HV,Fineerzaag,None,None,None,managerial,Atalantalaan 1,b'None',None,None,4.809258,52.43512,,,,,,,,,,,,
S. Schilder Administratie & Consultancy,30669,AALSMEER,1432NR,Koolwitjestraat,None,None,None,managerial,Koolwitjestraat 163,b'None',None,None,4.804287692,52.28064615,,,,,,,,,,,,
J.M. ten Hoope Advies,30670,AALSMEER,1432PC,Karperstraat,None,None,None,managerial,Karperstraat 63,b'None',None,None,4.806358889,52.27617222,,,,,,,,,,,,
Administratiekantoor Numbers,30671,AALSMEER,1432PM,Koningsstraat,None,None,None,managerial,Koningsstraat 154,b'None',None,None,4.805953871,52.2785629,,,,,,,,,,,,
Administratiekantoor J.A.M. Janssen,30672,KUDELSTAART,1433AC,Schweitzerstraat,None,None,None,managerial,Schweitzerstraat 12,b'None',None,None,4.7536568,52.2367,,,,,,,,,,,,
Mivo Kudelstaart,30673,KUDELSTAART,1433AD,Schweitzerstraat,None,None,None,managerial,Schweitzerstraat 22,b'None',None,None,4.754102143,52.23657857,,,,,,,,,,,,
Administratiekantoor DTC,30674,KUDELSTAART,1433BT,Einthovenhof,None,None,None,managerial,Einthovenhof 25,b'None',None,None,4.758312778,52.23753333,,,,,,,,,,,,
AdMoFlex,30675,KUDELSTAART,1433BT,Einthovenhof,None,None,None,managerial,Einthovenhof 25,b'None',None,None,4.758312778,52.23753333,,,,,,,,,,,,
Klaassen Leil Investments B.V.,30676,KUDELSTAART,1433GX,Herenweg,None,None,None,managerial,Herenweg 87,b'None',None,None,4.73335579,52.23341579,,,,,,,,,,,,
Rob de Jong Administratie-en Advieskantoor,30677,KUDELSTAART,1433MB,Copernicusstraat,None,None,None,managerial,Copernicusstraat 5,b'None',None,None,4.756383636,52.2344,,,,,,,,,,,,
Eigen Wijsheid Financieel Management,30678,KUDELSTAART,1433PH,Haya van Somerenstraat,None,None,None,managerial,Haya van Somerenstraat 64,b'None',None,None,4.749231765,52.23018824,,,,,,,,,,,,
Adm. kantoor Meijer,30679,RIJSENHOUT,1435CH,Bennebroekerweg -A,None,None,None,managerial,Bennebroekerweg 107-A,b'None',None,None,4.7084688,52.261176,,,,,,,,,,,,
